去啊	VH
去孝孤	
去就	Na
去掉	VC
去未	
去死	VA
去火	VH
去留	Na
去番旁	VA
去痰	
去職	VA
去路	Na
去遠遠	VA
去除	VC
去魯	VH
參	Ca;VC;P3
參	VC
參	VC
參	VC
參aN5	b
參chhio7面	
參chim	VA;VC
參soa3	Dh
參thang3	VA
參thin7	VH
參一腳	
參事	Na
參仝	VH
參仝	VH
參佮	VC
參依倚	VH
參倚	VC
參倚位	
參倚傍	VC
參倚近	VJ
參出路	VH
參加	VC
參加者	Na
參勸	VA
參及	Nf;Dh
參合	VH
參同	VH
參唬	b
參報參號	
參塊	VC
參天	VH
參夾	VC
參寶寶	VC
參寶寶	VJ
參展	VA
參差	VJ;VH
參幫贊	VA
參戰	VA
參抱	VC
參拚	
參拜	VC
參拱	VA
參捌	Ne;VH
參政	VA
參政權	Na
參桀	VH
參混	VC;VH
參濫	
參濫參	VC;VH
參瀉	VJ
參瀉號命	
參照	VJ
參爭	
參爭	VA
參白	A;VH
參睨	VB
參知	VJ
參考	VC
參考書	Na
參與感	Na
參衒	VD
參親像	VG
參觀	VC
參觀者	Na
參詳	VC;VG;VE
參諍	
參謀	Na
參謀長	Na
參謔	VH
參議員	Na
參議院	Nc
參賽	VA;Na
參趁	
參輸	
參輸贏	VA
參辭	Na;VC;VB
參連soa3	VA;Dh
參選	VC
參閱	VC
參院	Nc
參離	VB
參食黏	VC
參	Nb
又	Dd
又歌又舞	VA
又閣	Dd;Da;Df
叉	VC
叉死	VR
及	Ca;VC;P3
及時	Dd
及時雨	Na
及格	VH
及第	VH
友	b
友善	VH
友好	VH
友情	Na
友愛	VJ
友誼	Na
友邦	Nc
反	Db;VC
反chhio3	VA
反khioh笑	
反siu7	
反串	VC
反之	Dk
反亂	VA;Na;VH
反來反去	VA;Dh;VH
反供	VH
反倉	
反倒轉	Cb
反倒轉	Dk;Cb
反僥	VA;Na;VC;VH
反光	VH
反共	VH
反冊	
反出反入	Dd
反動	A
反卦	VH
反叛	VA;VC
反口供	VH
反向	VH
反味	VH
反咬	
反問	VE
反嘩	VA
反嘴	VA
反坦笑	
反坦蓋	VA
反坦覆	VA
反天	VA
反射	VJ
反對	VC
反對派	Na
反對黨	Na
反常	VH
反彈	VB
反形	VH
反復	Dd
反心	VH
反悔	VK;VH
反感	VI
反應	Na;VK;VE
反戰	VH
反戾	VH
反手	A
反抗	VC
反擊	VC
反攻	VC
反新	VB
反映	VJ
反映出	VR
反桌	
反梟	
反正	Db
反死	VH
反流	VA
反烏	VH
反照	VH
反營	VA;Na
反爿	VA
反狗仔	VA
反生	VH
反症	Na
反白仁	VB
反白個	VB
反白目	VB
反監	
反目成仇	VH
反相	VH
反省	VE
反省	VE
反種	Na;VH
反肚痧	
反胃	VH
反背	VC
反腹	VH
反舌	
反舌關	
反船	VH
反色	VH
反蓋	VA
反藤	
反覆	VA
反觀	VC
反角	A
反調	VH
反諷	VC
反譁	VA
反證	Na
反變	VA
反變	VC
反賣	
反身	VA
反車	VB;VH
反軟	VH
反輦轉	VA;VC
反轉	Db;VA;Cb;VH
反轉	VA
反醒	VH
反間計	Na
反面	Na
反面	Na;VH
反顛倒	Cb
反駁	VC
反黃	VH
叔	b
叔伯	Na
叔伯兄	
叔公	Na
叔孫	Na
取	VC
取中範	A
取代	VC
取出	VR
取勝	VI
取名	VG
取和	VA
取回	VR
取得	VC
取折	
取捨	Na
取材	VI
取樣	VA
取款	VA
取決	VI
取消	VC
取用	VC
取直	
取締	VC
取締	VC
取自	VI
取道	VC
取齊	VR;VA
受債	
受傷	VH
受刑	VH
受制	VI
受命	VF
受委屈	VH
受孕	VH
受害	VH
受害人	Na
受害者	Na
受屈	VH
受形	VH
受恿	
受恿囝	b
受惠	VH
受教	VI
受毒	VH
受氣	VH
受災	VH
受災	VH
受獎	VH
受理	VC
受益	VH
受益人	Na
受益費	Na
受磨	VC;VH
受精	VH
受罪	VH
受罰	VH
受聘	VG
受苦	VH
受著	VR
受虧	VH
受訓	VH
受託	VI
受訪者	Na
受辱	VH
受過	VR
受限	VI
受雇	VI
受難	VH
受騙	VH
叛亂	VA
叛兵	
叛國	VA
叛將	Na
叛教	
叛背	VC
叛變	VA
叛軍	Na
叛逆	VH
叛骨	
叢	Nf
叢e5類	Na
叢書	Na
口	Na;Nf;Ng
口令	Na
口供	Na
口傳	A
口吻	Na
口味	Na
口實	Na
口山	Na
口座	Na
口徑	Na
口房	Nc;Na
口才	Na
口技	Na
口教	Na
口桀	Na
口氣	Na
口湖	Nc
口灶	Na
口琴	Na
口白	VA;Na
口碑	Na
口福	Na
口糧	Na
口紅	Na
口腔	Na
口舌	Na
口舌	Na
口號	Na
口角	Na
口訣	Na
口試	VC
口語	VH
口譯	VC
口身	Nc
口述	VC
口逆	Na
口逆	VA;Na
口面	Nc
口音	Na
口頭	Na
口頭話	Na
古	Na;Nb;VH
古井	Na
古井牆	
古交	Na
古亭區	Nc
古今	A
古代	Nd
古典	VH
古冊	Na
古博	VH
古國	Na
古堡	Na
古巴	Nc
古年舊數	
古怪	Na;A;VH
古怪	VH
古怪癖	Na
古意	Na;VH
古早	Nd;Ng
古早人	Na
古早例	Na
古早冊	Na
古早時	Nd
古早物	Na
古早花	VH
古時	Nd
古曆	Na
古月	Na
古月根	Na
古朋友	Na
古板	VH
古椎	VH
古樸	VH
古款	A;b
古派	VH
古玩	Na
古禮	
古老	Na
古老博	VH
古老博	VH
古致	VH
古董	Na;VH
古蘭經	Nb
古裝	Na
古譎	VH
古蹟	Na
古都	Nc
古錐	VH
古風	Na
古黠	VH
古黠	VH
古黠話	Na
古鼓	
句	Nf
句號	Na
句讀	Na
句讀清	
句點	Na
另	Ne;Da;Cb
另回	Nf
另外	Ne;Da;Cb
另外食	
另工	Dd
另方面	Cb;Nf
另日	Dd;Nd
另日	Dd;Nd
另行	Dh
另訂	
另起爐灶	VA
叨	VC
叨一個	
叨位	Db;Nc
叩拜	
叩謝	VC
叩頭	VA;VB
只	Da;Nf
只好	Db
只得	Db
只得	Db
只是	Db;Da;Cb
只有	
只欲	Cb;VJ
只欲是	Cb
只管	VE
只要	Cb;VJ
只見	VE
叫	VF;P0;VG;VE
叫be7應	
叫m3穘	VB
叫做	VG
叫冤枉	VB
叫出	VC
叫出冬	Na
叫叫嚷	VE
叫名	VA
叫喝	VA;VE
叫嘴	VC;VB
叫天鳥	Na
叫官箠	
叫客	VA
叫座	VH
叫應	VB
叫救人	VA
叫救護	VA
叫是	VE
叫更	VA
叫歡喜	VB
叫米	
叫精神	VC
叫精神	VR;VC
叫耍個	
叫聲	Na
叫苦	VA;VB
叫菜	VA
叫起來	VR
叫醒	VR;VC
叫金鼓	VA;VB
叫鈴	Na
叫鐘	Na
叫門	VA
叫陣	VA
叫電話	VB
叫魂	
召	VF
召兵	VA
召募	VC
召問	
召喚	VC
召單	Na
召回	VR
召工人	
召燈	Na
召見	VC
召鏡	Na
召開	VC
召集	VC
召集人	Na
叭	Dh
叮	VC
叮嘴舌	
叮嚀	VE
叮囑	VE
叮目睭	
叮著	
可	Db
可人	VH
可以	Db;VL;VH
可佩	VH
可信	VH
可傷	VH
可取	VH
可口	VH
可喜	VH
可嘉	
可怕	VH
可恥	VH
可恨	VH
可悲	VH
可惜	VH
可惡	VH
可惡	VH
可惡	VH
可惡	VH
可惱	VH
可想而知	Dk
可愛	VH
可憐	VH
可憐	VH
可憐代	
可憐代	
可敬	VH
可樂	Na
可比	Na;VG
可溶性	Na
可燃性	Na
可畏	VH
可疑	VH
可笑	VH
可能	Db;Na;VH
可能性	Na
可蘭經	Nb
可行	VH
可見	Dk
可觀	VH
可讀	VH
可貴	VH
可靠	VR;Nb;VH
可靠性	Na
可驚	
台	Nc;Nf
台上	Nc
台下	Nc
台中	Nc
台中市	Nc
台中縣	Nc
台前	
台前	Nc
台北	Nc
台北市	Nc
台北縣	Nc
台南	Nc
台南市	Nc
台南縣	Nc
台商	Na
台啟	
台大	Nc
台大醫院	Nc
台幣	Na
台式	A
台文	
台東	Nc
台灣	Nc
台灣人	Na
台灣共和國	
台灣國	
台灣大學	Nc
台灣杉	
台灣榕	
台灣樹	
台灣猴	
台灣獨立	
台灣省	Nc
台灣羅馬字	
台灣話	
台灣話文	
台灣語	
台灣銀行	Nc
台灣電力公司	Nc
台照	
台燈	
台獨	Na
台省	Nc
台端	Nh
台糖公司	Nc
台聯黨	
台西	Nc
台視	Nc
台詞	Na
台語	
台語漢字	pos_h
台語羅馬字	
台銀	Nc
台鑒	VA
台電	Nc
台駕	Na
史學	Na
史家	Nc;Na
史家	Nc;Na
史密斯	Nb
史實	Na
史料	Na
史蹟	Na
史達林	Nb
史館	Nc
右上	Nc
右下	Nc
右旁	Nc
右派	Na
右翼	Na
右腳	Na
司	VC;Nb;ur
司	VC;Nb;ur
司仔	Na
司仔工	Na
司令	Na
司令台	Na
司令官	Na
司令部	Na
司傅	Na
司儀	Na
司公	Na
司公帽	
司公腳	
司公袍	Na
司公襖	Na
司公鈃	
司公鈃仔花	Na
司公髻	Na
司機	Na
司法	Na
司法官	Na
司法權	Na
司法界	Nc
司法部	Nc
司法院	Nc
司長	Na
司馬	Na;Nb;ur
叼	Db;Nc
叼一款	
叼一種	
叼位	Db;Nc
叼落	Db;Nc
吁	I
吁	I
吁吁叫	
吁吁霆	
吃完	VR
吃草	VA
吃著	VR
吃起來	VR
各	Ne;Da
各	Ne;Da
各人	Nh;Na
各位	
各國	
各地	
各式各樣	A
各憋	Na;A;VH
各方面	
各樣	Na;VH
各界	Na
各種	
各自	Nh
各行	
各行其是	VA
合	VC;VG
合	VC;VG;VJ
合	VG;VH
合le	
合leh	
合ti7	VJ
合人個	
合仔	VB
合仔扇	Na
合仔椅	
合仔趁	
合作	VH
合作社	Nc
合併	VC
合倚	
合做夥	
合做夥	VC
合共	VG;VJ
合冊	
合冊紙	Na
合力	Dh
合十	VA
合參	VC
合參	VC
合口味	
合合	VH
合同	Na
合味	
合味	VA
合和	VJ;VH
合唱	VC
合嘴	
合嘴	Na
合嘴	VH
合嘴	VH
合夥	VA
合奏	VC
合婚	VA
合宜	VH
合家	Nh
合居	VA
合巹	
合影	VB
合情	VH
合情合理	VH
合意	Na;VK;VJ;VH
合意	VH
合意	VK;VJ;VH
合應	
合應該	
合成	VC
合房	VA
合房	VA
合手	VC;VH
合扮	VH
合掌拜	VA
合掛	VD;VC
合插	VJ
合於	VJ
合時	Dd;A;VH
合時	VA
合時勢	
合時機	
合景	VH
合會落	VR
合板	
合枕	VA
合枝	VA
合格	VH
合格者	Na
合歡	Na;b
合歡山	Nc
合歡樹	
合歡草	Na
合氣	
合水	VH
合法	VH
合法化	VH
合法性	Na
合流	VH
合港	VH
合照	VA
合營	VA
合理	VH
合理化	VH
合用	VC;VJ
合用	VC;VJ
合界	Nc
合盤	VH
合目	VH
合算	VH
合約	Na
合組	VC
合組	VC
合線	Na;VC
合縒	Na
合縫	
合總	VG
合耳	VH
合聽	VH
合股	VA;VH
合脾	
合色	VA
合菜	
合葬	
合藥	VA;Na;VC
合藥仔	VA
合虎藥	VA;Na
合訂本	
合計	VG;VJ
合該	
合該然	Db;VH
合該然	VH
合資經營	
合起來	VR
合身	VH
合軀	VH
合辦	VC
合迣	Na
合適	VH
合金	Na
合頭槌	VH
吉	Nb;b
吉丁蟲	
吉兆	Na
吉凶	Na
吉利	VH
吉日	Na
吉普	Na
吉林	Nc
吉甫	Na
吉祥	VH
吉貝棉	Na
吉隆坡	Nc
吊	VC
吊	VC
吊hong5	VB
吊tau7	VC
吊亭	
吊倒頭	
吊傀儡	
吊傷	VC
吊大筒	VA
吊帶	Na
吊床	Na
吊扁	Na
吊扇	
吊手	VA
吊杯	VC
吊架	
吊梯	
吊槔	Na
吊槔秤	Na;VC
吊橋	Na
吊歪	
吊死	
吊毒	VB
吊烏	Na
吊燈	Na
吊燈褲	
吊燥	VH
吊爐	
吊猴	VA
吊環	
吊白仁	VB
吊白仁	VB
吊白目	VB
吊禮	Na
吊秤	Na;VC
吊空五	VC;VJ
吊窗	
吊絲蟲	
吊線	
吊脰	VA
吊脰鬼	
吊腳痧	Na
吊膏	Na;VC
吊膿	VC
吊藥	Na
吊衫	
吊襪帶	
吊角	Na
吊角逝	Na
吊起來	
吊車	Na
吊車尾	
吊車尾	VH
吊銷	
吊銷執照	
吊鏡	Na;VC
吊鐘	Na
吊鐘花	
吊頷	VA;VC
吊鬼	
吊鬼仔	Nc;Na
吊鼎	VH
吊	
吋	Nf
同	Dh;P3;VJ
同	Dh;P3;VJ
同事	Na
同享	
同享	
同仁	Na
同伴	Na
同位素	Na
同位角	
同位語	
同僚	Na
同力合作	
同化	VC
同在	
同堂	VH
同姒	Na
同姓	
同字勻	Na
同學	Na
同學	Na
同學	Na
同學會	
同安	
同宗	
同宿	
同居	VA
同席	
同年	Nd;VH
同床	
同床異夢	
同心	VH
同心協力	VH
同心合意	
同志	Na
同性戀	
同情	VJ
同情心	Na
同意	VK
同意書	
同感	VA;VJ
同慶	
同房	
同房	
同族	
同時	Dd
同時	Dd
同期	VH
同柱	
同業	Na
同業公會	
同樂	
同樂晚會	
同樣	A
同歸於盡	
同母異父	
同治	Nb
同治草	
同父異母	
同班	VI
同理	Dk
同甘共苦	
同病相憐	VH
同的	Na
同盟	VH
同祧	
同種	VH
同窗	Na
同窗會	
同等	A;Df
同等學力	Na
同胞	Na
同胞異父	
同舟共濟	VA
同行	Na
同行同命	VH
同襟	Na
同謀	VF;Na
同輩	VI;Na
同途	Na;VI
同進退	
同道	VI
同鄉	VI
同鄉	VI
同鄉會	
同門	Na
同門丈	Na
同門的	Na
同音異義	
同類	VH
同齊	Nf;Dh;VH
同齊行	Na
名	Na;Nf
名人	Na
名份	Na
名冊	Na;b
名分	Na
名列	VG
名利	Na
名利枷	
名刺	Na
名刺	Na
名副其實	VH
名勝	Na
名叫	VG
名單	Na
名姓	Na
名姓	Na
名字	Na
名家	Na
名將	Na
名師	Na
名望	Na
名望家	
名次	Na
名正言順	VH
名氣	Na
名流	Na
名片	Na
名片	Na
名牌	
名產	Na
名目	Na
名節	Na
名簿	Na;b
名義	Na
名義	Na
名聲	Na
名聲敁	VH
名聲真thau2	VH
名聲透	VJ;VH
名聲透屎	
名著	Na
名號	Na
名言	Na
名詞	Na
名誌	Na
名講	VG
名譽	Na
名譽	Na
名貴	VH
名醫	Na
名門	Nc
名頭	Na
名額	Na
后土	Na;Nb
后座	Na
后羿	Nb
吐	VA;VC
吐	VC
吐	VC;VH
吐佮落	VA
吐出來	VC;VH
吐出來	VR
吐出真情	
吐劍光	VA
吐劑	
吐呃	VA
吐大氣	VA;VE
吐大話	VB
吐奶	
吐捅頭	Ne;VH
吐本	VH
吐氣	VA
吐氣	VA
吐氣	VA
吐氣揚眉	
吐氣哼	VA
吐水	VA
吐澇	
吐瀉症	Na
吐目	
吐目	VC
吐目雷	
吐穗	
吐紅	
吐絲	
吐肉箭	
吐腸頭	
吐膦蓑	VA
吐舌	VA
吐舌仔帽	Na
吐蓑	VA
吐藥	
吐蘡	VA;VH
吐血	
吐血	VA;VH
吐血吐沱	VH
吐血鳥	Na
吐連涎	VA;Na
吐露	
吐鬚	
吐鹹瞻	VC
吐龍涎	
向	P6;VJ
向	P6;VJ
向	P6;VK;VJ;VH
向上	VA
向下	VH
向來	Dd
向來	Dd
向前	VA
向前	VH
向北	
向北	
向南	
向向	
向善	VA
向外	VA
向外口	VA
向天	VA;Dh
向天保佑	
向天盞	
向往	VK
向後	
向心力	Na
向日	VH
向日葵	Na
向日葵	Na
向時	
向時	Dd;Nd
向望	Na;VK;VC
向流	VA
向牛	VA;Na
向羊	VA
向腰	
向身	
向開	VR
向陽	VH
向陽	VH
向頓	
向風	
君	Nh;Na;Nb;VH
君主	Na
君子	Na
君子樹	
君子賊	
吝嗇	Nc;VH
吝嗇鬼	
吝嗇鬼	Na
吞	VC
吞be7落去	
吞佔	VC
吞併	VC
吞占	VC
吞吐	Na
吞噬	VC
吞奪	
吞忍	VK;VJ;VH
吞聲	VA
吞落去	VR
吞食	VA;VC
吞食人	
吟	VC
吟味	
吟唱	VC
吟詩	
吟誦	VE
吠	VA
吠聲吠影	VH
否定	VC
否決	VC
否決	VC
否決	VC
否決權	Na
否認	VE
吧咾魚	Na
吩咐	VE
含	VC;Dh;VJ
含	VC;P5;VJ
含	VC;VJ
含三缺四	VH
含冤	VH
含口算	Na
含含	VC
含含	VH
含唇	
含塊做	VA
含尋	VH
含忍	VJ
含怨	VJ
含恨	Dh
含意	Na
含水	Na;VH
含淚	VH
含痕	Na
含痚	VA;Na;VH
含痚聲	
含眠	VA;Na
含笑	
含笑梅	
含笑花	
含笑花	
含笑花	
含糊	VH
含罅	
含羞草	Na
含義	Na
含蓄	VH
含蕊	VH
含酥	Na
含量	Na
含颼	Na
含颼痕	
含飯	VA
吮	VC
吮	VC
吮空	VA
吱	VA;b
吱吱霆	Dh;VH
吱蟀仔	
吳	Nb
吳	Nb
吳郭魚	Na
吳郭魚	Na
吳鳳	Nb
吵	VA;VC;VH
吵	VA;VC;VH
吵siau5	VA
吵人眠	
吵嘴	VA
吵嘴齒	VA
吵嚷	VE
吵家媌	Na
吵撈	VA
吵攪	VA;VC
吵新娘	
吵死人	VH
吵精神	
吵衰	
吵醒	
吵雜	VH
吵鬧	
吵鬧	VA
吸	VC
吸入	VR
吸取	VC
吸塵器	Na
吸引	VJ
吸引人	VH
吸引力	Na
吸引力	Na
吸收	VC
吸毒	VA
吸氣	VA
吸水	VA
吸水機	Na
吸汗	
吸油機	
吸煙	VA
吸石	Na
吸管	Na
吸薰	VA
吸血	VB
吸血鬼	Na
吸鐵	Na
吸附	VC
吸音	
吸風魚	Na
吹	Na;VC
吹凋	VC
吹向	VC
吹涼	VA
吹狗螺	Na;VH
吹管	Na
吹起來	VR
吹風	VA;VH
吻	VC
吻吻仔笑	VA
吻笑	VA
吼	VA
吼叫	VA
吼哼	VA
吼喝	VC
吼疼	VA
吼痛	VA
吼雞	
吼雞母	
吾	Nh
呀	Tc
呂	Nb
呂宋客	
呃	Dh
呃奶	
呃酸	
呈	VD
呈報	VE
呈獻	VD
呈現	
呈請	VF
呈送	VD
告	VC;VB
告一段落	VH
告倒轉	
告別	VC
告別式	
告急	VH
告慰	VC
告發	VC
告白	Na
告知	VE
告示	Na
告示	Na;VE
告訴	VE
告訴乃論	Na
告誡	VF
告貸	VD
告贏	Na
告輸	VH
告辭	VC;VB
呎	Nf
呔	
呔哪	Nc
呢	Tc
呢	Td
呢	VA;Tc;Dj
呢仔	
呢仔線	Na
呢的	Na
呢線	Na
周	Nf;Nb
周刊	Na
周到	VH
周圍	Nc
周密	VH
周旋	VB
周知	VI
周章	Na
周詳	VH
周邊	A
呯呯叫	
呱呱叫	VA
味	Na;Nf
味噌草	
味素	Na
味素粉	Na
味覺	Na
呵	I;Tc
呵	VC
呵囉唆	VA
呵燒	
呵茶	VA
呸sak	VC
呸嘴瀾	VC
呸瀾	I
呸痰	I
呸白瀾	
呸臭瀾	VC
呸血	VA
呸面	VH
呻	b
呼	VC;b
呼	VE;b
呼si-5-	VA
呼之欲出	VH
呼倚來	VR
呼列拉	Na
呼叫	VC
呼叫器	Na
呼名	VG
呼吸	VC
呼吼	VA
呼呃	VA
呼呼叫	
呼哨仔	VA
呼噎仔	
呼噎仔	VA
呼屎呃	VA
呼救	VA
呼氣	VA
呼氣	VC
呼籲	VE
呼籲	VE;Dh
呼約	
呼聲	Na
呼觱仔	VA
呼雞	
呼音	VA
呼風喚雨	VA
呼鵓鵓	
命	VF;Na
命	VF;Na
命中	VC
命令	VF;Na
命底好	
命數	
命根	Na
命案	Na
命案	Na
命絲仔	
命絲根	
命脈	Na
命薄	VH
命途	Na
命運	Na
命題	VA
咁	Db
咁好	
咁按呢	
咁會	
咁有影	
咈咈跳	VH
咋舌	VA
和	Ca;VC;P3
和	Ca;VC;P3;VH
和事佬	
和力	P6;Dh;VH
和協	VC;VH
和合	VH
和同	VH
和同	VH
和善	VH
和好	VH
和尚	Na
和尚仔	Na
和尚仔囝	Na
和尚衫	Na
和尚魚	
和局	Na
和平	VH
和平島	Nc
和數	Na
和暖	VH
和服	Na
和樂	VH
和歌	Na
和氣	VH
和盤	VH
和眾	VH
和睦	VH
和約	Na
和美	VH
和聲	VB
和聲	VB
和藥	VA;Na
和藹可親	VH
和親	VB
和解	VA
和解書	
和諧	VH
和議	VH
和音	
和順	VH
和風	Na
和齊	Nf;Dh;VH
咍腮	VC
咒	VA;VC;VE
咒le2	VC
咒懺	VC
咒罵	VC
咒詛	
咒誓	VE
咒讖	VC
咖咖仔	
咖哩	Na
咖啡	Na
咖啡因	Na
咖啡屋	Nc
咖啡店	Nc
咖啡廳	Nc
咖啡色	Na
咖喱粉	
咩咩叫	
咬	VC
咬leh	VR
咬siu7	
咬人狗	
咬人貓	Na
咬個	VH
咬嘴	
咬嘴齒根	VA
咬字	VA
咬定	VE
咬指甲	
咬根	VA;VF;VH
咬椆椆	
咬死死	
咬牙	VA
咬狗	Na
咬甘	Na
咬破	
咬破布	
咬群	
咬舌	
咬芳	Na
咬音	Na
咬食	VC
咬齒	VA
咯	Tc
咯	Tc
咯咯	Dh
咯嘴	VA
咯紅	
咯血	VA
咱	Nh
咱人	Nh;Na
咱的	
咱遮人	Nh
咳咳嗽	VA
咳啾	Na
咳喀	VH
咳嗽	VA
咳浞	VA
咸豐	Nd
咸豐草	
咻	VG;VE
咻咻叫	
咻咻叫	VE
咻咻吼	VA
咻應	VB
咽喉	Na
咾	
咿噁	
哀	VA;VB
哀傷	VH
哀哀hau2	VA
哀哀叫	
哀哀呻	VA
哀哀抽	VA
哀怨	VE;VH
哀悼	VJ
哀慟	VH
哀榮	Na
哀求	VF
哀班	Na;Nf
哀痛	VH
哀詞	Na
品	Na;P4;VC;Da;VE
品仔	Na
品仔膜	
品功	VB
品勢頭	Na;VE
品名	Na
品嘗	VC
品學兼優	VH
品寶	VE
品德	Na
品捧	VA;VC;VE
品明	
品有錢	Na
品牌	Na
品目	Na
品碗	Na
品種	Na
品管	VA
品級	Na
品茗	VA
品行	Na
品評	VC;VB
品貌	Na
品質	Na
品類	Na
品鱸鰻	
哄	VC
哄	VF;VC
哄	VR;VF
哄人	
哄勢	VA
哄勢	VA;VC
哄喝	VF;VC
哄嚇	VC
哄嚇	VF;VC
哄孔	VA
哄翕	VC
哄翕	VC
哄頭	VA
哄騙	VD
哄驚	VF;VC
哇仔	
哇子	
哇雞	
哈	VA
哈仙	VC
哈佛	Nc
哈佛大學	Nc;Na
哈哈笑	VA
哈唏	Na
哈唏	Na
哈啾	VA
哈氣	VA
哈肺	VA;Na
哉	Td
哞	
哞哞哮	VA
哞哞睏	VH
員	Nf
員外	Na
員外	Na
員山	Nc
員工	Na
員差	Na
員林	Nc
員警	Na
哢	
哥	Na
哥倫比亞	Nc
哥哥	Na
哥本哈根	Nc
哦	I;Tc
哧場	VH
哨尿	
哨角	Na
哩	Nf
哩哩le-hl	Tc
哩哩塌塌	VH
哩哩律律	
哩哩落落	
哩哩落落	VH
哩哩落落	VH
哪	Dj
哪	Dj
哪吒	
哭	VA
哭iau	VA;VE
哭佮啼	VA
哭呻	VA;VE
哭哼	VA
哭啜	VA
哭喪杖	
哭嚎	VA;VE
哭山杖	
哭慼	VA
哭投	VE
哭死賴人	
哭父	VE;VH
哭爸	VE
哭痛	VA;VE
哭篤舍	VH
哭聲	Na
哭苦	VA;VB
哭訴	VE
哭賴	
哮	VA
哮叫	VA
哮呻	VA
哮咩咩	
哮哼	VA;VE
哮啁啁	
哮雞	Na
哱	
哱哱喘	
哱哱喘	
哱痧藥	
哲人	Na
哲學	Na
哲學	Na
哲學家	Na
哲學系	Nc
哲理	Na
哲理	Na
哳哳叫	VA
哺	VC;b
哺育	VC
哺舌	VA;VH
哺食	VC
哺齒	VA;VB
哼	I
哼	I;VA
哼人	VB
哼呻	VA;VE
哼哼叫	VA
哼哼呻	VA
哼哼哮	
哼哼哼哼	
哼哼喘	
哼哼喘	
哼艱苦	VB
哽\-月	VA
哽kui	
哽著	
唁唁唸	VA
唁噭	
唅飯	VA
唆	b
唆使	VF
唆弄	VF
唇	Na
唇紅	Na
唇紅齒白	
唇齒	Na
唉呀	I
唉呻	VA
唏	b
唏	b
唐人字	Na
唐代	Nd
唐朝	Nd
唐突	VH
唐突間	
唐老鴨	Nb
唚	VA;A;VC;VH
唚嘴	VA
唦聲	VH
唪唪嗤	Nb
唬	VC;b
唬人	VB
唬人	VC
唬秤頭	
售價	Na
售出	VC
售票	
售票	
售票員	Na
唯一	A
唯一	A
唯利是圖	VH
唯是	Dh
唯有	Db
唯有	Db
唯美	VH
唯美	VH
唱	VC
唱	VC;VE
唱價	VA
唱出	VR
唱反調	VA
唱名	VA
唱明	VE
唱曲	VA
唱歌	VA
唱注	VE
唱片	Na
唱片	Na
唱盤	Na
唱禮	Na
唱聲	VE
唱衰	
唱調	Na
唱起	VR
唸	VC;VE
唸siau5	VA
唸夢話	Na
唸書	VA
唸歌訣	VA;VE
唸經	VA
唸茹	VH
唸訣	Na
唸誆	VC
唼一嘴	
啄	VC
啄價	VA
啄嗶仔	
啄樹鳥	Na
啄殼	
啄毛	
啄花	VA;Na
啄蛀	
啄鼻	
啄鼻仔	Na
啄龜	VA
商人	Na
商務	Na
商務部	Nc
商品	Na
商品化	VH
商品標示	Na
商場	Nc
商家	Na
商專	Nc
商展	Na
商展	Nc
商店	Na
商情	Na
商數	Na
商會	Nc
商業	Na
商業化	VH
商業區	Nc
商標	Na
商標	Na
商標權	Na
商標權	Na
商法	Na
商港	Nc
商用	A
商界	Nc
商社	Nc
商科	Na
商職	Nc
商船	Na
商號	Na
商訂	VE
商討	VE
商談	VE
商議	VE
商譽	Na
商量	VE
商銀	Nc
商陸	
商隊	Na
問	VE;P3
問世	VA
問候	VC
問卷	Na
問卷調查	VE
問喪	VA
問好	VB
問心無愧	VH
問津	VA
問答	Na
問著	VR
問號	Na
問覓	VE
問話	VB
問路	
問長問短	
問題	Na
啖	VC
啖一嘴	
啖看覓	
啖糝	Na;VC
啞口	Na
啞口痧	
啞口的	Na
啞口聲	VH
啞口花	
啞口鐵	Na
啞聲	VH
啞鈴	Na
啞鈴	Nc
啞鐘	Na
啟	b
啟事	Na
啟動	VC
啟德機場	Nc
啟明	
啟明星	Na;Nb
啟用	VC
啟發	VC
啟示	Na;VC
啟航	VA
啟蒙	VB
啡	b
啡仔	Na
啡仔	Na;b
啡子	Na
啤酒	Na
啤酒肚	
啥	
啥	Ne;Nh
啥	Ne;Nh
啥	Ne;Nh
啥乜	Ne;Nh
啥乜人	
啥乜款	Dh
啥事	
啥人	Nh
啥人知	VK
啥仔	Ne;Nh
啥仔	Ne;Nh
啥代	
啥代	VF;Nf;P3
啥扮勢	Df
啥時	Dd
啥時陣	
啥樣	
啥款	Dh
啥步	VA
啥物	Ne;Nh
啥物	Ne;Nh
啥物款	Df
啥空	
啥貨	Ne;Nh
啦	Tc
啦	Tc
啦啦隊	Na
啪啪霆	
啪靂	Dh
啷	b
啼	VA
啼叫	VA
啼哭	VA
啼更	VA
啼笑皆非	VA
喁喁唸	VE
喃喃自語	VE
善事	Na
善人	Na
善加	Dh
善化	Nc
善堂	Nc
善待	VC
善後	VB
善心	Na
善惡	Na
善意	Na
善男	
善終	VH
善良	VH
善蟲仔	Na
善行	
喇叭	Na
喇叭	Na
喇叭	Na
喇叭	Na
喇叭花	Na
喇嘻	Dh
喇天	VJ;VH
喇榮	VH
喇涼	
喇涼話	Na
喇絡	VH
喇缽	VH
喇閒	VA
喇	VH
喉	Na
喉實	VH
喉淀	VE;VH
喉痺	
喉空	Na
喉管淀	
喉蛾	
