AID	role	content	number	songtablet	action	book
26436	NULL	年頭病到年尾，年尾病到年頭。	4.202	NULL	NULL	荔枝記--光緒
26437	NULL	人無殘毛，口亦無齒。	4.203	NULL	NULL	荔枝記--光緒
26438	丑	夭向!	4.204	NULL	NULL	荔枝記--光緒
26439	NULL	待我去呾。	4.204	NULL	NULL	荔枝記--光緒
26440	NULL	亞娘，今叫冥云云。	4.204	NULL	NULL	荔枝記--光緒
26441	占	亞娘咱只處有風俗障生。	4.205	NULL	NULL	荔枝記--光緒
26442	NULL	亞娘只處坐，待益春共李姐答幾句作聖。	4.205	NULL	NULL	荔枝記--光緒
26443	旦	罔去共伊答。	4.206	NULL	NULL	荔枝記--光緒
26444	丑	卜共伊答，待我去呾。	4.207	NULL	NULL	荔枝記--光緒
26445	占	汝去呾。	4.208	NULL	NULL	荔枝記--光緒
26446	丑	大爹，卜共恁答。	4.209	NULL	NULL	荔枝記--光緒
26447	爭	卜共阮答啞?	4.21	NULL	NULL	荔枝記--光緒
26448	丑	那是我共汝斷。	4.211	NULL	NULL	荔枝記--光緒
26449	爭	做年斷?	4.212	NULL	NULL	荔枝記--光緒
26450	丑	我就只處畫一界。	4.213	NULL	NULL	荔枝記--光緒
26451	NULL	值人腳那伸過來，就出界。	4.213	NULL	NULL	荔枝記--光緒
26452	爭	我亦共汝斷。	4.214	NULL	NULL	荔枝記--光緒
26453	丑	做年斷?	4.215	NULL	NULL	荔枝記--光緒
26454	爭	就只處畫一雲前人都受月雲直ㄑ度我嘖。	4.216	NULL	NULL	荔枝記--光緒
26455	丑	我又共汝斷。	4.217	NULL	NULL	荔枝記--光緒
26456	NULL	今冥是元宵十五冥，亦卜燈字起，燈字止。	4.217	NULL	NULL	荔枝記--光緒
26457	NULL	那無燈，乞人笑。	4.217	NULL	NULL	荔枝記--光緒
26458	爭	恁那有燈，我亦有燈。	4.218	NULL	NULL	荔枝記--光緒
26459	丑	恁起。	4.219	NULL	NULL	荔枝記--光緒
26460	丑	我今老勞，袂起了。	4.22	NULL	NULL	荔枝記--光緒
26461	爭	阿，我亦那袂起。	4.221	NULL	NULL	荔枝記--光緒
26462	NULL	甲恁後生阿[女+只]來起。	4.221	NULL	NULL	荔枝記--光緒
26463	占	恁只一人欲人罵。	4.222	NULL	NULL	荔枝記--光緒
26464	爭	莫罵ㄑ去了會成黃病。	4.223	NULL	NULL	荔枝記--光緒
26465	外	林兄，咱罔來起亞。	4.224	NULL	NULL	荔枝記--光緒
26466	爭	著，咱罔來起。	4.225	NULL	NULL	荔枝記--光緒
26467	爭外	燈月今冥來相交，親像掛在只外門兜。	4.226	NULL	NULL	荔枝記--光緒
26468	NULL	滿街巷琴絃笙蕭鬧致意清ㄑ卜娘仔爾來起歌頭。	4.227	NULL	NULL	荔枝記--光緒
26469	占丑	燈月光，燈月紅，想恁未是答歌人。	4.228	NULL	NULL	荔枝記--光緒
26470	爭	汝去問，西街林大爹，不是答歌人?	4.229	NULL	NULL	荔枝記--光緒
26471	占丑	我看恁，那是尾蝶卜來採花叢。	4.23	NULL	NULL	荔枝記--光緒
26472	爭	我卜採花心。	4.231	NULL	NULL	荔枝記--光緒
26473	占丑	恁那是ㄑ山鄉個作田翁。	4.232	NULL	NULL	荔枝記--光緒
26474	爭	燈月照見人面貌，照見二人好粉頭。	4.233	NULL	NULL	荔枝記--光緒
26475	NULL	恁亦孤，阮亦孤，二邊算來都是卜艱苦。	4.233	NULL	NULL	荔枝記--光緒
26476	NULL	若卜准，十分價利共恁估。	4.234	NULL	NULL	荔枝記--光緒
26477	占丑	燈錢一冥乜古狂。	4.235	NULL	NULL	荔枝記--光緒
26478	NULL	一鼻生得有只擂槌長，	4.235	NULL	NULL	荔枝記--光緒
26479	NULL	算來別無一乜路用，	4.235	NULL	NULL	荔枝記--光緒
26480	NULL	那好刈去乞人擂生糖。	4.236	NULL	NULL	荔枝記--光緒
26481	外	林兄汝又乞人誚一下。	4.237	NULL	NULL	荔枝記--光緒
26482	爭	我知，使爾處呾。	4.238	NULL	NULL	荔枝記--光緒
26483	NULL	阮亞媽生我大不大，大走只鼻上，我多卻。	4.238	NULL	NULL	荔枝記--光緒
26484	外	刈乞狗食。	4.239	NULL	NULL	荔枝記--光緒
26485	爭	爾那來謔我。	4.24	NULL	NULL	荔枝記--光緒
26486	外	著來謔伊到。	4.241	NULL	NULL	荔枝記--光緒
26487	淨	爾都來謔伊到。	4.242	NULL	NULL	荔枝記--光緒
26488	合	燈月交輝人成行，娘仔無君又無郎，	4.243	NULL	NULL	荔枝記--光緒
26489	NULL	上口食飽無口說，下口愛哺一肉糖。	4.243	NULL	NULL	荔枝記--光緒
26490	占丑	燈，ㄑ古燈，一陣燈，燈古乜奈榮。	4.245	NULL	NULL	荔枝記--光緒
26491	NULL	沿街沿巷買燈古，	4.245	NULL	NULL	荔枝記--光緒
26492	NULL	買卜燈古，來點燈。	4.246	NULL	NULL	荔枝記--光緒
26493	爭	十種罵下!查某查。	4.247	NULL	NULL	荔枝記--光緒
26494	丑	大爹，不都無燈?	4.248	NULL	NULL	荔枝記--光緒
26495	爭	我不共爾罵了。	4.249	NULL	NULL	荔枝記--光緒
26496	丑	秋亞。	4.25	NULL	NULL	荔枝記--光緒
26497	爭外	查某查，一陣查某障拋勞。	4.251	NULL	NULL	荔枝記--光緒
26498	爭	勞ㄑ，汁種。	4.252	NULL	NULL	荔枝記--光緒
26499	NULL	後生個好勞不來勞，	4.252	NULL	NULL	荔枝記--光緒
26500	NULL	老貨即卜來勞。	4.252	NULL	NULL	荔枝記--光緒
26501	爭外	沿街沿巷買查某，	4.253	NULL	NULL	荔枝記--光緒
26502	NULL	買卜查某來披巴。	4.253	NULL	NULL	荔枝記--光緒
26503	占	恁二個!	4.254	NULL	NULL	荔枝記--光緒
26504	爭	阮二個好意。	4.255	NULL	NULL	荔枝記--光緒
26505	占	無道理。	4.256	NULL	NULL	荔枝記--光緒
26506	爭	無道理!	4.257	NULL	NULL	荔枝記--光緒
26507	NULL	值時攑搥仔來擾恁後門?	4.257	NULL	NULL	荔枝記--光緒
26508	占	一頂方巾採平耳。	4.258	NULL	NULL	荔枝記--光緒
26509	丑	大爹亞，做緊抽身返員ㄑ。	4.258	NULL	NULL	荔枝記--光緒
26510	合	閑言野語，莫聽伊。	4.261	NULL	NULL	荔枝記--光緒
26511	NULL	咱今相隨返員ㄑ。	4.261	NULL	NULL	荔枝記--光緒
26512	外	林兄，人去了。	4.262	NULL	旦占醜下	荔枝記--光緒
26513	爭	去了。	4.263	NULL	NULL	荔枝記--光緒
26514	NULL	十種，甲伊共我顧貨，乞伊刼去除。	4.263	NULL	NULL	荔枝記--光緒
26515	NULL	買[米+包]乞伊食，恁乞狗食。	4.263	NULL	NULL	荔枝記--光緒
26516	外	只一朋友買幾個[米+包]且我，	4.264	NULL	NULL	荔枝記--光緒
26517	NULL	今來舍我，ㄑ都買錦老回汝禮。	4.264	NULL	NULL	荔枝記--光緒
26518	爭	是，買綿荖回我禮。	4.265	NULL	NULL	荔枝記--光緒
26519	外	共伊袂體燈，返來去罷。	4.266	NULL	NULL	荔枝記--光緒
26520	入	天上人間，方便第一。	4.267	NULL	NULL	荔枝記--光緒
26521	爭	一物都汝頭必。	4.268	NULL	NULL	荔枝記--光緒
26522	外	野傼，後再不合汝來。	4.269	NULL	下	荔枝記--光緒
26523	爭看	十種，一冥合伊體燈，乞伊罵到光。	4.27	NULL	NULL	荔枝記--光緒
26524	NULL	哀亞，只一姐仔，我識伊。	4.27	NULL	NULL	荔枝記--光緒
26525	NULL	我來媒人乞來做某，豈不美哉?	4.27	NULL	NULL	荔枝記--光緒
26526	NULL	看石爛，汝說知。	4.271	NULL	並下	荔枝記--光緒
26527	NULL	林大託媒	5	NULL	NULL	荔枝記--光緒
26528	爭	孟春去了仲春來。	5.001	NULL	NULL	荔枝記--光緒
26529	NULL	時到萬物齊開泰。	5.001	NULL	NULL	荔枝記--光緒
26530	NULL	積善之家有餘慶，	5.001	NULL	NULL	荔枝記--光緒
26531	NULL	榮華富貴天推排。	5.001	NULL	NULL	荔枝記--光緒
26532	NULL	來到只處，就是李姐個厝。	5.002	NULL	NULL	荔枝記--光緒
26533	NULL	不免叫門。開門。	5.002	NULL	NULL	荔枝記--光緒
26534	丑	聽見門外叫一聲，必是有人來相請，	5.003	NULL	NULL	荔枝記--光緒
26535	NULL	都是大爹，且入內。	5.003	NULL	NULL	荔枝記--光緒
26536	爭	來到只處，自然入內。	5.004	NULL	NULL	荔枝記--光緒
26537	丑	大爹且坐，	5.005	NULL	NULL	荔枝記--光緒
26538	NULL	貴步來到姐仔，有乜吩咐?	5.005	NULL	NULL	荔枝記--光緒
26539	爭	我來求汝共我做媒人。	5.006	NULL	NULL	荔枝記--光緒
26540	丑	大爹有話罔呾。	5.007	NULL	NULL	荔枝記--光緒
26541	爭	昨夜許一穉小姿娘仔是值人?	5.008	NULL	NULL	荔枝記--光緒
26542	丑	是後溝黃長老個姿娘仔。	5.009	NULL	NULL	荔枝記--光緒
26543	爭	阿，是黃九郎公個姿娘仔。	5.01	NULL	NULL	荔枝記--光緒
26544	丑	是，大爹都相識。	5.011	NULL	NULL	荔枝記--光緒
26545	爭	我來求汝。	5.012	NULL	NULL	荔枝記--光緒
26546	NULL	要伊姿娘仔年月放出來。	5.012	NULL	NULL	荔枝記--光緒
26547	丑	爾都有處好了。	5.013	NULL	NULL	荔枝記--光緒
26548	爭	夭未。	5.014	NULL	NULL	荔枝記--光緒
26549	NULL	再三央爾求到伊肯。	5.014	NULL	NULL	荔枝記--光緒
26550	丑	大爹，求肯是必謝我?	5.015	NULL	NULL	荔枝記--光緒
26551	爭	若是姻緣成就，打大金心挺你歡喜。	5.016	NULL	NULL	荔枝記--光緒
26552	丑	大爹，共汝做媒人，呾汝一二句莫?	5.017	NULL	NULL	荔枝記--光緒
26553	爭	有主罔卻。	5.018	NULL	NULL	荔枝記--光緒
26554	丑	那畏嫌爾鼻大生八恥，	5.019	NULL	NULL	荔枝記--光緒
26555	NULL	悞你一場虛興。	5.019	NULL	NULL	荔枝記--光緒
26556	爭	再三央爾。	5.02	NULL	NULL	荔枝記--光緒
26557	丑	姿娘在只處。	5.021	NULL	NULL	荔枝記--光緒
26558	爭	央爾求到伊肯。	5.022	NULL	NULL	荔枝記--光緒
26559	丑	有了是乜謝我?	5.023	NULL	NULL	荔枝記--光緒
26560	爭	若是成就，刣豬做餅答恁家神。	5.024	NULL	NULL	荔枝記--光緒
26561	丑	大爹且去。	5.025	NULL	NULL	荔枝記--光緒
26562	爭	肯共阮做不?	5.026	NULL	NULL	荔枝記--光緒
26563	丑	肯了。	5.027	NULL	NULL	荔枝記--光緒
26564	爭	見允阮行。	5.028	NULL	NULL	荔枝記--光緒
26565	丑	愛賞元宵景致新，逢着五娘喜歡心。	5.029	NULL	NULL	荔枝記--光緒
26566	爭	只去求得生月肯，	5.03	NULL	NULL	荔枝記--光緒
26567	NULL	重謝媒姨七錢金。	5.03	NULL	並下	荔枝記--光緒
26568	NULL	黃門求親	6	NULL	NULL	荔枝記--光緒
26569	NULL	黃門求親	6	NULL	NULL	荔枝記--光緒
26570	外	秋風一轉人心酸，	6.001	NULL	NULL	荔枝記--光緒
26571	NULL	老身行出只廳堂。	6.001	NULL	NULL	荔枝記--光緒
26572	NULL	風送爐香馨去遠，	6.001	NULL	NULL	荔枝記--光緒
26573	NULL	光陰似箭人快老，	6.002	NULL	NULL	荔枝記--光緒
26574	NULL	日月如梭趁少年。	6.002	NULL	NULL	荔枝記--光緒
26575	NULL	老身並無男子，	6.002	NULL	NULL	荔枝記--光緒
26576	NULL	只有一女兒。	6.003	NULL	NULL	荔枝記--光緒
26577	NULL	未曾收人聘定，	6.003	NULL	NULL	荔枝記--光緒
26578	NULL	向有聰明才子，	6.003	NULL	NULL	荔枝記--光緒
26579	NULL	招伊為婿，	6.003	NULL	NULL	荔枝記--光緒
26580	NULL	豈不美哉？	6.003	NULL	NULL	荔枝記--光緒
26581	NULL	且喜今日無事，	6.003	NULL	NULL	荔枝記--光緒
26582	NULL	不免思想一番。	6.004	NULL	NULL	荔枝記--光緒
26583	NULL	自息生來命乖。	6.004	NULL	NULL	荔枝記--光緒
26584	NULL	日在煩惱，	6.004	NULL	NULL	荔枝記--光緒
26585	NULL	愁無男子，	6.004	NULL	NULL	荔枝記--光緒
26586	NULL	百年依倚。	6.004	NULL	NULL	荔枝記--光緒
26587	NULL	雖有女兒，	6.005	NULL	NULL	荔枝記--光緒
26588	NULL	亦惡承繼。	6.005	NULL	NULL	荔枝記--光緒
26589	NULL	無意暗切啼。	6.005	NULL	NULL	荔枝記--光緒
26590	NULL	縱有繁華希圖，	6.005	NULL	NULL	荔枝記--光緒
26591	NULL	拋棄ㄑ。	6.006	NULL	NULL	荔枝記--光緒
26592	丑上雲	西城後溝地，	6.007	NULL	NULL	荔枝記--光緒
26593	NULL	為閥閱納采姻媂。	6.007	NULL	NULL	荔枝記--光緒
26594	NULL	心忙步緊來到只，	6.007	NULL	NULL	荔枝記--光緒
26595	NULL	近前說因依。	6.007	NULL	NULL	荔枝記--光緒
26596	NULL	來到只處就是黃九郎個門。	6.008	NULL	NULL	荔枝記--光緒
26597	NULL	不知有在厝無，	6.008	NULL	NULL	荔枝記--光緒
26598	NULL	開門。	6.008	NULL	NULL	荔枝記--光緒
26599	外	外頭有人來。	6.009	NULL	NULL	荔枝記--光緒
26600	丑	亞公在厝，	6.01	NULL	NULL	荔枝記--光緒
26601	NULL	不免入去。	6.01	NULL	NULL	荔枝記--光緒
26602	NULL	亞公萬福。	6.01	NULL	NULL	荔枝記--光緒
26603	外	汝是值厝並仔，	6.011	NULL	NULL	荔枝記--光緒
26604	NULL	老個未曾相會。	6.011	NULL	NULL	荔枝記--光緒
26605	丑	念我是李姐名字，	6.012	NULL	NULL	荔枝記--光緒
26606	NULL	央求托ㄑ千金連理。	6.012	NULL	NULL	荔枝記--光緒
26607	NULL	告稟起，	6.012	NULL	NULL	荔枝記--光緒
26608	NULL	啟口無因端，	6.012	NULL	NULL	荔枝記--光緒
26609	NULL	我敢直上貴府來。	6.013	NULL	NULL	荔枝記--光緒
26610	外	原來是媒姨，	6.014	NULL	NULL	荔枝記--光緒
26611	NULL	失接且坐。	6.014	NULL	NULL	荔枝記--光緒
26612	丑	亞公且坐。	6.015	NULL	NULL	荔枝記--光緒
26613	外	小七捧茶。	6.016	NULL	NULL	荔枝記--光緒
26614	NULL	媒姨請茶。	6.016	NULL	NULL	荔枝記--光緒
26615	NULL	做成未成乞老個問一個。	6.016	NULL	NULL	荔枝記--光緒
26616	丑	直來度亞公問。	6.017	NULL	NULL	荔枝記--光緒
26617	外	是誰人家，	6.018	NULL	NULL	荔枝記--光緒
26618	NULL	何方人氏。	6.018	NULL	NULL	荔枝記--光緒
26619	丑	正是西街林厝。	6.019	NULL	NULL	荔枝記--光緒
26620	外	說起相族西街，	6.02	NULL	NULL	荔枝記--光緒
26621	NULL	原來是連邦故里，	6.02	NULL	NULL	荔枝記--光緒
26622	NULL	正合我意。	6.02	NULL	NULL	荔枝記--光緒
26623	丑	亞公伊人乜個富貴。	6.021	NULL	NULL	荔枝記--光緒
26624	外	富貴且放一邊，	6.023	NULL	NULL	荔枝記--光緒
26625	NULL	阮愛門閭端	6.023	NULL	NULL	荔枝記--光緒
26626	NULL	氣諧伉儷。	6.023	NULL	NULL	荔枝記--光緒
26627	NULL	但願溫嬌	6.023	NULL	NULL	荔枝記--光緒
26628	NULL	下玉鏡，	6.023	NULL	NULL	荔枝記--光緒
26629	NULL	不負阮籍績紅絲。	6.024	NULL	NULL	荔枝記--光緒
26630	丑	西街林厝閥閱門閭。	6.024	NULL	NULL	荔枝記--光緒
26631	NULL	果然富貴無比。	6.024	NULL	NULL	荔枝記--光緒
26632	NULL	人物清奇，	6.025	NULL	NULL	荔枝記--光緒
26633	NULL	又兼青雲之志。	6.025	NULL	NULL	荔枝記--光緒
26634	NULL	不負千金身已。	6.026	NULL	NULL	荔枝記--光緒
26635	NULL	包納意可伴。	6.026	NULL	NULL	荔枝記--光緒
26636	NULL	姻緣皆前定，	6.026	NULL	NULL	荔枝記--光緒
26637	NULL	月老終須無差移。	6.026	NULL	NULL	荔枝記--光緒
26638	NULL	媒姨，	6.026	NULL	NULL	荔枝記--光緒
26639	NULL	一家仔家求。	6.026	NULL	NULL	荔枝記--光緒
26640	NULL	我家姿娘仔年月，	6.026	NULL	NULL	荔枝記--光緒
26641	NULL	未會放去。	6.026	NULL	NULL	荔枝記--光緒
26642	丑	起動亞公金箋寫乞婆仔持去。	6.027	NULL	NULL	荔枝記--光緒
26643	外	想起不是林厝。	6.028	NULL	NULL	荔枝記--光緒
26644	NULL	是林厝來我家求生月，	6.028	NULL	NULL	荔枝記--光緒
26645	NULL	亦有一包荖	6.028	NULL	NULL	荔枝記--光緒
26646	丑	只是婆仔之。	6.029	NULL	NULL	荔枝記--光緒
26647	NULL	林厝一包荖原見大包，	6.029	NULL	NULL	荔枝記--光緒
26648	NULL	是婆仔疏忙失提來。	6.029	NULL	NULL	荔枝記--光緒
26649	外	汝會呾話。	6.03	NULL	NULL	荔枝記--光緒
26650	NULL	老個就寫。	6.03	NULL	NULL	荔枝記--光緒
26651	NULL	益春捧荖且媒姨。	6.03	NULL	NULL	荔枝記--光緒
26652	占上	李姐來乜事？	6.031	NULL	NULL	荔枝記--光緒
26653	丑	共阿娘做媒人。	6.032	NULL	NULL	荔枝記--光緒
26654	占	值厝人？	6.033	NULL	NULL	荔枝記--光緒
26655	丑	是西街林厝。	6.034	NULL	NULL	荔枝記--光緒
26656	占	好個不共亞娘做。	6.035	NULL	NULL	荔枝記--光緒
26657	丑	我知。	6.036	NULL	NULL	荔枝記--光緒
26658	外	頭動媒姨訪講禮。	6.037	NULL	NULL	荔枝記--光緒
26659	丑	二邊呾話那愛立	6.038	NULL	NULL	荔枝記--光緒
26660	外	只去檢得生月好。	6.039	NULL	NULL	荔枝記--光緒
26661	丑	送聘亦要好日來。	6.04	NULL	NULL	荔枝記--光緒
26662	丑	且了。	6.04	NULL	並下	荔枝記--光緒
26663	NULL	林門納聘	7	NULL	NULL	荔枝記--光緒
26664	占上	早起落床天又光，	7.001	NULL	NULL	荔枝記--光緒
26665	NULL	大人吩咐掃聽堂。	7.001	NULL	NULL	荔枝記--光緒
26666	NULL	安排椅共桌，	7.001	NULL	NULL	荔枝記--光緒
26667	NULL	今旦好日亦是好事志。	7.001	NULL	NULL	荔枝記--光緒
26668	NULL	亞娘領人聘，	7.002	NULL	NULL	荔枝記--光緒
26669	NULL	阮心即歡喜。	7.002	NULL	NULL	荔枝記--光緒
26670	NULL	恨阮一身人厝做奴婢，	7.002	NULL	NULL	荔枝記--光緒
26671	NULL	苦桃共路李，	7.003	NULL	NULL	荔枝記--光緒
26672	NULL	終有好食時ㄑ。	7.003	NULL	NULL	荔枝記--光緒
26673	爭上	直用益春汝病仔。	7.004	NULL	NULL	荔枝記--光緒
26674	占	罔呾。	7.005	NULL	NULL	荔枝記--光緒
26675	爭	汝不病仔，卻思食苦桃共路李。	7.006	NULL	NULL	荔枝記--光緒
26676	占	到頭!	7.007	NULL	NULL	荔枝記--光緒
26677	NULL	我是譬恁三人乞人飼，	7.007	NULL	NULL	荔枝記--光緒
26678	NULL	親像苦桃共路李，	7.007	NULL	NULL	荔枝記--光緒
26679	NULL	汝聽值去?	7.007	NULL	NULL	荔枝記--光緒
26680	爭	見是向年，	7.008	NULL	NULL	荔枝記--光緒
26681	NULL	我呾汝聽。	7.008	NULL	NULL	荔枝記--光緒
26682	NULL	益春聽我說起ㄑ。	7.008	NULL	NULL	荔枝記--光緒
26683	NULL	自細無父來乞人飼。	7.008	NULL	NULL	荔枝記--光緒
26684	NULL	受盡艱辛無處說起。	7.009	NULL	NULL	荔枝記--光緒
26685	NULL	我今感謝爾。	7.009	NULL	NULL	荔枝記--光緒
26686	占	感謝我乜事?	7.01	NULL	NULL	荔枝記--光緒
26687	爭	討飯度我食。	7.011	NULL	NULL	荔枝記--光緒
26688	占	夭年？	7.012	NULL	NULL	荔枝記--光緒
26689	爭	討弼度我添。	7.013	NULL	NULL	荔枝記--光緒
26690	占	小七，	7.014	NULL	NULL	荔枝記--光緒
26691	NULL	汝厝掃乞伊清靜，	7.014	NULL	NULL	荔枝記--光緒
26692	NULL	我卜討物度汝食。	7.014	NULL	NULL	荔枝記--光緒
26693	占下爭	益春甲我掃錯，	7.015	NULL	NULL	荔枝記--光緒
26694	NULL	卜物我食。	7.015	NULL	NULL	荔枝記--光緒
26695	NULL	我卻來掃。	7.015	NULL	NULL	荔枝記--光緒
26696	NULL	安排椅棹掃廳，	7.015	NULL	NULL	荔枝記--光緒
26697	NULL	等待亞公出來。	7.015	NULL	NULL	荔枝記--光緒
26698	NULL	且喜阮亞娘娶又定。	7.016	NULL	NULL	荔枝記--光緒
26699	NULL	蕑仔，	7.016	NULL	NULL	荔枝記--光緒
26700	NULL	汝知阮亞娘嫁乞值一個?	7.016	NULL	NULL	荔枝記--光緒
26701	NULL	對向林厝生可怯世。	7.016	NULL	NULL	荔枝記--光緒
26702	NULL	小七仔知於我都亞富貴。	7.017	NULL	NULL	荔枝記--光緒
26703	NULL	對乞林厝，	7.017	NULL	NULL	荔枝記--光緒
26704	NULL	卻是富家人仔，	7.017	NULL	NULL	荔枝記--光緒
26705	NULL	金釵百雙，	7.018	NULL	NULL	荔枝記--光緒
26706	NULL	金銀百錠，	7.018	NULL	NULL	荔枝記--光緒
26707	NULL	表裡真紅。	7.018	NULL	NULL	荔枝記--光緒
26708	內惜爭	都侍衛內指探，	7.019	NULL	NULL	荔枝記--光緒
26709	NULL	卜來賀最亞公。	7.019	NULL	NULL	荔枝記--光緒
26710	NULL	都是官家來相慶賀。	7.019	NULL	NULL	荔枝記--光緒
26711	NULL	鑼鼓喧天，	7.02	NULL	NULL	荔枝記--光緒
26712	NULL	哨角又鳴。	7.02	NULL	NULL	荔枝記--光緒
26713	NULL	阮亞娘說卜對乞林厝字，	7.02	NULL	NULL	荔枝記--光緒
26714	NULL	伊卻打蕑罵兒，	7.02	NULL	NULL	荔枝記--光緒
26715	NULL	我想起來卻是去自年前生。	7.021	NULL	NULL	荔枝記--光緒
26716	NULL	諸般姻緣都是前生註定。	7.021	NULL	NULL	荔枝記--光緒
26717	NULL	亞公都有柱聯搭在，	7.022	NULL	NULL	荔枝記--光緒
26718	NULL	只我看一下	7.022	NULL	NULL	荔枝記--光緒
26719	NULL	日月光天德，	7.022	NULL	NULL	荔枝記--光緒
26720	NULL	山河壯帝居，	7.022	NULL	NULL	荔枝記--光緒
26721	NULL	太平無以報，	7.022	NULL	NULL	荔枝記--光緒
26722	NULL	願上萬年書	7.022	NULL	NULL	荔枝記--光緒
26723	NULL	簡仔恁知只尾兩句做侢說？	7.023	NULL	NULL	荔枝記--光緒
26724	NULL	ㄑ叫：	7.023	NULL	NULL	荔枝記--光緒
26725	NULL	灶前無椅坐上怕拖火灰。	7.023	NULL	NULL	荔枝記--光緒
26726	爭上丑下	媒人，	7.024	NULL	NULL	荔枝記--光緒
26727	NULL	生月是我捧。	7.024	NULL	NULL	荔枝記--光緒
26728	NULL	只頭呵腦親淺娘仔，	7.024	NULL	NULL	荔枝記--光緒
26729	NULL	許頭稱羨標緻官人。	7.024	NULL	NULL	荔枝記--光緒
26730	NULL	遇著一二大擔	7.025	NULL	NULL	荔枝記--光緒
26731	NULL	到處就卜先整媒人。	7.025	NULL	NULL	荔枝記--光緒
26732	NULL	亞公甲我障拐棹。	7.025	NULL	NULL	荔枝記--光緒
26733	占	亞娘卜知，	7.026	NULL	NULL	荔枝記--光緒
26734	NULL	打汝著死。	7.026	NULL	NULL	荔枝記--光緒
26735	占	將盤桃來安排只廳上，	7.027	NULL	NULL	荔枝記--光緒
26736	NULL	檳榔捧來度小七亞。	7.027	NULL	NULL	荔枝記--光緒
26737	爭	媒姨汝來。	7.028	NULL	NULL	荔枝記--光緒
26738	丑	我來。	7.029	NULL	NULL	荔枝記--光緒
26739	爭	唱名。	7.03	NULL	NULL	荔枝記--光緒
26740	丑	斬頭，	7.031	NULL	NULL	荔枝記--光緒
26741	NULL	伊亦卜趁人唱名。	7.031	NULL	NULL	荔枝記--光緒
26742	爭	我今日句是大日。	7.032	NULL	NULL	荔枝記--光緒
26743	丑	好一大日。	7.033	NULL	NULL	荔枝記--光緒
26744	爭	今日有若郎來？	7.034	NULL	NULL	荔枝記--光緒
26745	丑	有六十人。	7.035	NULL	NULL	荔枝記--光緒
26746	爭	有物可食。	7.036	NULL	NULL	荔枝記--光緒
26747	丑	你一口便食若。	7.037	NULL	NULL	荔枝記--光緒
26748	爭	叫：	7.038	NULL	NULL	荔枝記--光緒
26749	NULL	汝肴做媒人，	7.038	NULL	NULL	荔枝記--光緒
26750	NULL	汝共我做一個。	7.038	NULL	NULL	荔枝記--光緒
26751	丑	汝不都益春在處。	7.039	NULL	NULL	荔枝記--光緒
26752	占	死姐如呾。	7.04	NULL	NULL	荔枝記--光緒
26753	爭	益春我未曾來，	7.041	NULL	NULL	荔枝記--光緒
26754	NULL	阮亞公叫去覽腳尾，	7.041	NULL	NULL	荔枝記--光緒
26755	NULL	有通到我分？	7.041	NULL	NULL	荔枝記--光緒
26756	占	斬頭如呾。	7.042	NULL	NULL	荔枝記--光緒
26757	爭	現昨冥都去。	7.043	NULL	NULL	荔枝記--光緒
26758	丑	汝且恁亞公出來，	7.044	NULL	NULL	荔枝記--光緒
26759	NULL	我共汝做一個。	7.044	NULL	NULL	荔枝記--光緒
26760	爭	汝共我做一個好ㄑ井ㄑ亞！	7.045	NULL	NULL	荔枝記--光緒
26761	丑	汝且去恁亞公出來，	7.046	NULL	NULL	荔枝記--光緒
26762	NULL	我共汝做一個井恁都來工齒。	7.046	NULL	NULL	荔枝記--光緒
26763	爭	許好。	7.047	NULL	NULL	荔枝記--光緒
26764	NULL	亞公媒姨來了！	7.047	NULL	NULL	荔枝記--光緒
26765	外	待來。	7.048	NULL	NULL	荔枝記--光緒
26766	占	媒姨，	7.049	NULL	NULL	荔枝記--光緒
26767	NULL	阮阿娘卜打汝。	7.049	NULL	NULL	荔枝記--光緒
26768	丑	查某仔，	7.05	NULL	NULL	荔枝記--光緒
26769	NULL	我共恁亞娘做媒人，	7.05	NULL	NULL	荔枝記--光緒
26770	NULL	是好親。	7.05	NULL	NULL	荔枝記--光緒
26771	NULL	著討物請我，	7.05	NULL	NULL	荔枝記--光緒
26772	NULL	打我乜事？	7.05	NULL	NULL	荔枝記--光緒
26773	占	霎久汝脩知。	7.051	NULL	NULL	荔枝記--光緒
26774	外	今旦林厝納聘儀，	7.052	NULL	NULL	荔枝記--光緒
26775	NULL	(NULL,(NULL,毛+灬))我心內歡喜。	7.052	NULL	NULL	荔枝記--光緒
26776	丑	亞公萬福。	7.053	NULL	NULL	荔枝記--光緒
26777	外	免禮。	7.054	NULL	NULL	荔枝記--光緒
26778	丑	且亞公看盤擔。	7.055	NULL	NULL	荔枝記--光緒
26779	外	起動林厝姻親，	7.056	NULL	NULL	荔枝記--光緒
26780	NULL	費了許多錢財。	7.056	NULL	NULL	荔枝記--光緒
26781	丑	共亞公說：	7.057	NULL	NULL	荔枝記--光緒
26782	NULL	伊人即有一仔，	7.057	NULL	NULL	荔枝記--光緒
26783	NULL	亦愛得可好看。	7.057	NULL	NULL	荔枝記--光緒
26784	外	只說亦是。	7.058	NULL	NULL	荔枝記--光緒
26785	NULL	小七香灼點起。	7.058	NULL	NULL	荔枝記--光緒
26786	爭	我點灼即一隻不光。	7.059	NULL	NULL	荔枝記--光緒
26787	NULL	著點一對。	7.059	NULL	NULL	荔枝記--光緒
