台語漢字,pos_h
生牛仔,Na
生物學,Na
生狂狗,Na
生狂行,VA
生狂走,VA
生狂風,Na
生狂鬼,Na
生猴公,Na
生理經,Na
生理虎,Na
生理面,Na
生產力,Na
生產性,Na
生產線,Na
生產者,Na
生產量,Na
生瘡,VH
生真真,A
生真雨,Na
生真風,Na
生石灰,Na
生禍,VI
生空,VA
生空生榫,VA
生空生氣,VA
生空生縫,VA
生穿,Na
生管,Na
生脆,VH
生腳,VI
生腳數,Na
生膏爛,Nd
生花,Na
生花球,Na
生菇拉phu2,VH
生菰,VH
生落,VR
生落來,VR
生薑,Na
生蛇,Na
生財,VA
生造,VA
生還,VH
生門,Na
生離個,Na
生馬,Na
生魚片,Na
生鼻龍,Na
產值,Na
產假,Na
產出,VR
產區,Nc
產後,Nd
產權,Na
產生器,Na
產界,Nc
產門,Na
產險,Na
用be7完,VR
用be7著,VR
用以,Cb
用作,VJ
用力,VH
用嘴吮,VC
用嘴限,VH
用完,VR
用工,VH
用度,Na
用強,VF
用心良苦,VH
用會著,VR
用步,VB
用武,VB
用水,VA
用盡心神,Dh
用空,VB
用空用路,VC
用苦心,VH
用著,VR
用處,Na
用計,VB
用賂,VB
用路,VB
用飯,VA
用餐,VA
甪仔,Na
甪仔嘴,VH
甪仔黨,Na
甪去,VR
甪名,VH
甪毛,VA
甪臼,VH
甪落,VA
甪輪,VH
甪錢,VB
甪騙,VD
甭數想,VK
田chhoaN7,Na
田寮,Nc
田尾,Nc
田岸頂,Nc
田庄song5,Na
田洋,Nc
田烏草,Na
田穡,Na
田空課,Na
田草,Na
田蚌,Na
田蛉,Na
田貝,Na
田賦,Na
田賽,Na
田頭,Nc
田頭家,Na
田骨,Na
田鼠,Na
由來已久,VH
由在伊,VH
由於,Cb
由衷,Dh
甲仙,Nc
甲意,Na
甲是,Cb
甲等,Na
甲長,Nc
申告,VE
申時,Nd
申誡,VE
申請人,Na
申請書,Na
男主角,Na
男倒女正,VH
男儐相,Na
男娶女嫁,Na
男婚女嫁,Na
男孩,Na
男家,Nc
男性化,VH
男才女貌,VH
男扮女裝,VA
男旁,Na
男朋友,Na
男爿,Na
男生,Na
男色,VB
男高音,Na
界牌,Na
界管,VC
界紃,VA
畏ngiau,VH
畏事,VH
畏冷,VH
畏小澧,VH
畏懼,VJ
畏挾,VH
畏撓草,Na
畏生分,VH
畏罪,VH
畏羞人,VH
畏羞禮,VH
畏羞草,Na
畏蟯草,Na
畏見笑,VH
畏講,VE
畏途,Na
畏顯,VH
留be7-tiau5,VR
留leh,VR
留人客,VA
留任,VA
留名,VJ
留地步,VA
留存,VC
留學生,Na
留守,VC
留後步,VA
留心,VJ
留念,VI
留情,VA
留有,VC
留步,VA
留神,VJ
留置,VC
留落來,VR
留言,VA
留面子,VA
留頭毛,VA
留駐,VC
畚堆,Na
畚翼,VA
畜牧,Na
畜牧時代,Nd
畜牧業,Na
畜牲,Na
畜產,Na
畜產品,Na
畜類,Na
畢卡索,Nb
畢業班,Na
畢業生,Na
畢生,Na
略仔帶,VC
略俗仔,Da
略勝一籌,VH
番ki7-ka7,VH
番thai2,VH
番仔字,Na
番仔桃,Na
番仔正,Nd
番仔狗,Na
番仔直,VH
番仔窩,Nc
番仔菜,Na
番仔蔥,Na
番仔藤,Na
番仔衫,Na
番仔餅,Na
番仔鬼,Na
番咐,VE
番客,Na
番工土,VH
番幔,Na
番旁,Nc
番木瓜,Na
番果子,Na
番椒,Na
番爿,Nc
番狗,Na
番王,Na
番瑞香,Na
番瓜,Na
番番,VH
番癲,VH
番茄,Na
番葛,Na
番蒜,Na
番薑,Na
番蘿蔔,Na
番雀仔,Na
番頭目,Na
番體,VH
畫sak,VH
畫仙,VC
畫冊,Na
畫出,VR
畫分,VC
畫刊,Na
畫商,Na
畫圖筆,Na
畫報,Na
畫妝,VB
畫室,Nc
畫尪仔目,VC
畫山水,VA
畫布,Na
畫會,Na
畫狗母蛇,VA
畫眉,Na
畫符,VA
畫算,VE
畫紙,Na
畫線,VA
畫虎lan7,VA
畫虎膦,VA
畫虎貓,VA
畫號,VA
畫題,Na
畫龍畫鳳,VA
異口同聲,Dh
異同,Na
異味,Na
異地,Nc
異域,Nc
異姓,A
異己,Na
異想天開,VA
異數,Na
異族,Na
異曲同工,VH
異狀,Na
異端,Na
異質,Na
異軍突起,VH
異邦,Nc
異類,Na
當世,Nd
當事者,Na
當作,VG
當其時,Nd
當初時,Nd
當勻,VJ
當原初,Dd
當地人,Na
當夜,VA
當家,VA
當家師,Na
當工,Nd
當差,VA
當市,Nc
當政,VA
當晚,Nd
當機立斷,VH
當權派,Na
當權者,Na
當班,VA
當當,Dd
當發彩,VH
當發花,VH
當眾,Dg
當等,VA
當翻初,Nd
當選人,Na
當銷,VH
當開,VH
當面指,VA
當頭,Dh
畸形,VH
畸零,A
疆界,Na
疊價,VA
疊坐,VA
疊堆,VC
疊樓仔,Nc
疊環,VA
疊環坐,VA
疊盤,VA
疊磚仔,VA
疊腳,VA
疊腳石,Na
疊被,Na
疊頭,VC
疋,Nf
疏lang,VH
疏lang3,VH
疏失,Na
疏導,VC
疏漏,Na
疏薄,VH
疏親情,Na
疏通,VC
疏離,VH
疏鬆,VH
疏鬖,VH
疑似,VH
疑悟,VE
疑懼,VK
疑東疑西,VA
疑案,Na
疑生怪,VH
疑竇,Na
疑義,Na
疑訝,VK
疑誤,VE
疑難雜症,Na
疑雲,Na
疑騃,VK
疕仔漢,Na
疝氣,Na
疤痕,Na
疥瘡,Na
疫毒痧,Na
疫病,Na
疫症,Na
疲乏,VH
疲憊,VH
疲疲chhoah,VA
疾呼,VE
疾駛,VA
疿仔,Na
疿仔粉,Na
痀燒,VA
痀痀,VH
病be7起床,VA
病丁,Na
病倒,VR
病假,Na
病債,Na
病入骨髓,VH
病勢,Na
病危,VH
病原,Na
病因,Na
病媒,Na
病害,Na
病尾,Na
病故,VH
病根,Na
病款,Na
病歷表,Na
病死,VH
病源,Na
病狀,Na
病症,Na
病痛,Na
病癒,VH
病真黏,VC
病翻箍,VH
病逝,VH
病重,VH
病風,Na
病鬼,Na
病魔,Na
症候,Na
症狀,Na
痊癒,VH
痔漏,Na
痕影,Na
痕衫,Na
痘熱症,Na
痘症,Na
痘瘡,Na
痚痀,VA
痚痀注,Na
痚痀病,Na
痛心,VK
痛悔,VK
痛惜,VK
痛搐搐,VH
痛風,Na
痟亂,VH
痟個,Na
痟公子,Na
痟捋捋,VH
痟狂,VH
痟痟搦搦,VH
痟癲,VH
痟神,VH
痟齣,Na
痠痛,VH
痠軟痛,VH
痢疾,Na
痢病,Na
痢症,Na
痰亂,VH
痰癆,Na
痲疹,Na
痲症,Na
瘋氣,Na
瘋癲,VH
瘍lehl-eh,VH
瘟愛,Na
瘟毒痢,Na
瘟疫氣,Na
瘟瘧,Na
瘡毒,Na
瘦lo3,VH
瘦地,Na
瘦梭,VH
瘦瘦,VH
瘦的,Na
瘦細,VH
瘦話,Na
瘦赤,VH
瘦長,VH
瘦鬼,Na
瘸腳,Na
療傷,VA
療效,Na
療養院,Nc
癆傷,Na
癆嗽,Na
癆損,Na
癆熱,Na
癆病,Na
癒,VF
癖仔,Na
癖片,Na
癖症,Na
癖鼻,Na
癗堆,VH
癡哥,Na
癡情,VH
癡騃,VH
癤味,Na
癥結,Na
癩ko病,Na
癩ko貓,Na
癩ko面,VH
癩,Na
癮仙膏,VJ
癮君子,Na
癮脾,VH
癮薰的,Na
癮食,VH
癰漏,Na
登上,VR
登台,VA
登基,VA
登報,VA
登天,VA
登山,VA
登山隊,Na
登岸,VA
登廣告,VA
登科,VH
登船,VA
登載,VC
登高一呼,VA
發be7出,VR
發hong5,VH
發人深省,VH
發令,VB
發兵,VC
發出來,VR
發刊,VB
發動機,Na
發售,VC
發問,VA
發回,VR
發姑,VH
發嬈,VA
發射台,Na
發射器,Na
發展到,VR
發展局,Nc
發展潛力,Na
發布,VE
發彩,VH
發心,VA
發性,VH
發批,VB
發抖,VA
發掘,VC
發揚光大,VB
發散,VC
發條,Na
發樣,VA
發水,VH
發汗,VH
發洩,VC
發為,VG
發熱,VH
發症,VH
發祖,Na
發福,VH
發稿,VA
發窋,VK
發給,VR
發脾氣,VA
發花,VH
發莓,VH
發落來,VR
發藥,Na
發蘡,VA
發行人,Na
發言人,Na
發言權,Na
發貨,VA
發賣,VA
發起人,Na
發跡,VH
發身,VH
發還,VD
發金,VH
發陽,VA
發難,VA
發電機,Na
發養,VA
白leh雪,A
白liak-siak,VH
白siak-siak,VH
白sih-siak,VH
白了,VJ
白仁土,Na
白俄羅斯,Nc
白厚殼,Na
白口瘡,Na
白嘔,VA
白土,Na
白墡土,Na
白字,Na
白帖,Na
白批,Na
白抹抹,VH
白指甲,Na
白日,Nd
白日夢,Na
白昲,A
白果,Na
白柯,Nb
白桃,Na
白檀,Na
白欖,Na
白死死,VH
白死殺,VH
白毛仔,Na
白水,Na
白水錦,Na
白沫瀾,Na
白河,Nc
白泡泡,VH
白波,Na
白波波,VH
白湠,Na
白澈,VH
白瀾,Na
白火,Na
白無閒,VH
白熊,Na
白熱化,VH
白熾熾,VH
白爍爍,VH
白牡丹,Na
白玉,Na
白玉石,Na
白白看,VE
白皙皙,VH
白皮書,Na
白目仁,Na
白直,VH
白眼,Na
白石英,Na
白砂,Na
白礬,Na
白等,VH
白紙,Na
白絲個,VH
白老鼠,Na
白肉仔,Na
白肉油,Na
白腳蹄,Nb
白膠香,Na
白芍,Na
白茫茫,VH
白蒺藜,Na
白蒼蒼,VH
白蓬蓬,VH
白虎,Nb
白虎星,Na
白蛇傳,Nb
白蠟,Na
白蠟煠,VH
白衣,Na
白裼,VH
白費,VJ
白賊嘴,VA
白賺,VC
白身,Na
白身人,Na
白送,VD
白鉛,Na
白銀,Na
白銀杏,Na
白銚,Na
白鐵,Na
白雪,Na
白面仔,Na
白面厝,Nc
白頭khok仔,Na
白頭毛,Na
白馬屎,Na
白馬王子,Na
白骨,Na
白髮,Na
白魚仔,Na
白鯃,Na
白鰗,Na
白鴒鷥,Na
白鹽,Na
百出,VH
百分點,Na
百口莫辯,VH
百合,Na
百合花,Na
百姓人,Na
百戰百勝,VH
百日痚,Na
百期嗽,Na
百條根,Nb
百病,Na
百科全書,Na
百老匯,Nc
百花,Na
百葉窗,Na
百補衫,Na
百襉裙,Na
百貨業,Na
百靈鳥,Na
皂狗母蛇,VA
的實,VH
皆宜,VH
皆知,VK
皇冠,Na
皇家,Na
皇帝位,Na
皇帝嘴,b
皇帝娘,Na
皇帝殿,Nc
皮仔,Na
皮包骨,VH
皮夾仔,Na
皮寒症,Na
皮溜仔,VA
皮球,Na
皮癢,VH
皮皮仔,Na
皮皮仔講,Na
皮肉,Na
皮膚病,Na
皮膚科,Nc
皮膜,Na
皮色,Na
皮草,Na
皮衫,Na
皮袋仔,Na
皮革,Na
皮鞋唇,Na
皺扒扒,VH
皺擘擘,VH
皺遍遍,VH
盅,Nf
盆仔,Na
盆地,Na
盆景,Na
盆腳骨,Na
盈利,Na
盈昏,Nd
盈暗,Nd
盈虧,Na
益友,Na
益是,Dd
益智,A
益有,V_
益蟲,Na
益閣,Dd
益閣有,V_
盎司,Nf
盒裝,A
盛事,Na
盛傳,VE
盛名,Na
盛怒,VH
盛情,Na
盛況,Na
盛況空前,VH
盛產,VC
盛衰,VH
盛裝,VC
盛開,VH
盟主,Na
盟國,Na
盟軍,Na
盟邦,Na
盡到,VJ
盡可能,Dh
盡善盡美,VH
盡失,VH
盡尾,Nc
盡帆,VH
盡快,Dd
盡情,Da
盡步,Na
盡磅力,Na
盡磅大,VH
盡緊,Dd
盡職,VA
盡腹倒,VC
盡腹傾,VB
盡腹拚,VB
盡興,VH
盡角,Nc
盡責,VA
盡門,Na
監事,Na
監印,VC
監委,Na
監察,VC
監察人,Na
監察員,Na
監察院,Nc
監押,VC
監測,VA
監犯,Na
監票,VA
監管,VC
監考,VA
監製,VC
監視器,Na
監試,VA
監護,VC
監護人,Na
監造,VC
監院,Nc
盤仔菜,Na
盤佩,VC
盤倉,VA
盤出來,VR
盤口,Na
盤問,VE
盤嘴,VA
盤嘴花,VA
盤嘴錦,VA
盤情理,VE
盤整,VC
盤查,VC
盤栽,VC
盤纏,Na
盤腿,VA
盤貨,VA
盤載,VH
盤轉,VA
盤過,VR
盤錢,Na
盤面,Na
盤頭,VH
盧布,Nf
盧森堡,Nc
盪幌,VH
目nih,VE
目nih久,VH
目nih仔,Na
目nih仔久,Dd
目sa是,VA
目一nih仔,Dd
目一瞬,b
目下,Nc
目今,Dd
目內,Na
目內刺,Na
目內無,VJ
目嗄視,VA
目地無,VH
目孔臼,Na
目孔赤,VJ
目屎流,VA
目後,Dh
目擊,VE
目擊者,Na
目洿,Na
目火,Na
目白舌吐,VA
目的地,Nc
目眉尾,Nc
目眉心,Nc
目眉毛,Na
目眉頭,Nc
目眩,Na
目睅,Na
目睫皮,Na
目睭利,VH
目睭唇,Na
目睭墘,Na
目睭子,Na
目睭孔,Na
目睭巡,Na
目睭碗,Na
目睭神,Na
目睭脫窗,Na
目睭臼,Na
目睭花,VH
目睭赤,VH
目睭金,VH
目睭鈍,VH
目砂,Na
目神,Na
目空細,VH
目窩,Na
目紃,Na
目翳,Na
目色巧,VH
目藥,Na
目角,Na
目金,VH
目金金,Dh
目鏡框,Na
盯力,VH
盯目,VA
盲從,VJ
盲生,Na
盲目,VH
直下,VA
直升,VC
直咾噪,VH
直喉,Na
直屬,VJ
直弄宋,VH
直抵直,VH
直撥,VC
直昇機,Na
直條條,VH
直氣,Na
直流,VA
直流電,Na
直直彪,VA
直立,VA
直筆,VH
直腸,Na
直落,VA
直視,VC
直角,Na
直言,VE
直說,VA
直譯,VC
直轄,A
直轄市,Na
直通,VC
直逝,Na
直達,VC
直達車,Na
直飛,VC
相bat,VH
相cheng,VA
相chhoa7,Dh
相chhoa7走,VA
相chim,VA
相ian2,VA
相keng7,VC
相khok8,VH
相lang3-thang3,VA
相pheN,VB
相siang5,VH
相soa3,Dh
相thin,VH
相tng7,VA
相tou3,VD
相tu2,VA
相仿,VH
相佮徛,VA
相依,VH
相倚傍,VA
相倚靠,VH
相借嘴,VB
相共,VC
相削,VA
相加,VB
相助,VA
相勁,VA
相參,VC
相及,Dh
相反,VH
相叫嘴,VB
相叫應,VB
相合,Nf
相向,Dh
相命先,Na
相夫教子,VA
相媵,VD
相嫁娶,VA
相安無事,VH
相宜,VH
相對比,VA
相對面,Dh
相帶,VA
相幫,VC
相幹,VA
相形之下,Dk
相待,VA
相得益彰,VH
相忌剋,VH
相思子,Na
相思病,Na
相思豆,Na
相怪,VA
相應,VH
相戰,VA
相手,Na
相扯,VH
相找坐,VA
相抱,Dh
相抵嘴,VA
相抵頭,VA
相拚,VA
相持不下,VH
相挨身,VA
相捅頭,VJ
相捻手,VA
相探頭,VJ
相接,VA
相掰會,VB
相提並論,VA
相換工,Dh
相揹,VA
相搪,VA
相搶,VC
相摔路,VH
相撞頭,VA
相撥,VC
相擺撥,VC
相擺替,VA
相放伴,VA
相整會,VA
相晏,VH
相替,VC
相替換,VA
相桀,b
相機會,Na
相比pheng7,VJ
相添,VC
相準,VC
相濫,VC
相濫參,VC
相熟,VJ
相爭搶,VC
相爭買,VC
相爭食,VA
相爺,Na
相犯,VA
相異,VH
相當於,VK
相看,VA
相真真,VC
相知,Na
相碰,VH
相磕,VH
相空,Db
相符合,VI
相精,VC
相精精,VC
相紲來,VH
相縫,Dd
相聲,Na
相背謬,VH
相脫路,VH
相處,VA
相衛,VJ
相衝,VH
相見面,VA
相觸嘴,VA
相誕誤,VH
相談,VA
相諍嘴,VA
相謔,VA
相賽,VA
相賽走,VA
相趁,P4
相距,VJ
相踏,VA
相踏脫,VH
相蹋腳,Dh
相輔相成,VA
相輸贏,VA
相透,VA
相連續,Dd
相遇,VA
相重疊,VH
相鉤互,VA
相關性,Na
相隔壁,Na
相雞,Dh
相離,VJ
相食向,VH
相食坐,VH
相食穿,VC
相駁嘴,VA
相騎,VA
相體,Na
相黏蒂帶,VH
相,VA
盻,VC
盻洗,VC
盾牌,Na
省下,VR
省主席,Na
省份,Na
省分,Na
省卻,VC
省去,VJ
省吃儉用,VA
省委,Na
省府,Nc
省思,VE
省掉,VC
省政,Na
省政府,Nc
省時,VH
省會,Na
省本,Na
省籍,Na
省級,A
省議員,Na
省議會,Nc
省轄市,Nc
省道,Nc
省長,Na
省黨部,Nc
眄目,Na
眉目,Na
眉額,Na
看be7慣,VR
看be7著,VR
看m7著,VR
看m7起,VJ
看song5,VR
看taN7,VH
看thang3,VR
看thang3-thang3,VR
看中意,VR
看了看,VH
看人,VH
看仿,VA
看作,VR
看傖,VR
看出來,VR
看到,VE
看勢,b
看勢面,Db
看千千,VC
看去,VR
看台,Na
看合意,VR
看命先,Na
看地理,b
看外,VJ
看天田,Na
看好,VR
看守,VC
看守所,Nc
看戲,VA
看扁,VR
看扦扦,VC
看扮勢,Dh
看會著,VR
看會開,VH
看款式,Db
看清,VR
看清楚,VR
看準準,VC
看漲,VH
看無目內,VJ
看無著,VJ
看無點,VR
看牛,VA
看當,VC
看病人,VA
看症,VA
看目地無,VJ
看目色,VA
看相,VB
看看,Di
看真起,VJ
看範勢,Db
看羊,VA
看著,VR
看著鬼,VA
看衰bai2,VR
看衰siau5,VR
看見見,VH
看誕,VR
看誕去,VH
看誕目,VH
看護,VC
看起來,Db
看迵過,VR
看過目,VB
看過過,VR
看錯,VR
看風頭,VA
看鬧熱,VA
真tu2真,Db
真久,Dd
真人,Na
真假,Na
真偽,Na
真像,VG
真利,VH
真千,Dd
真善美,Na
真好,Dh
真實性,Na
真少,Dd
真張,Db
真想欲,VK
真意,Na
真懾,VK
真成,VG
真時行,VK
真書,Na
真步,Na
真活動,VH
真濟,Ne
真無,Df
真無救,VH
真犯,Na
真相大白,VH
真真正,Db
真知,VK
真確,VH
真諦,Na
真除,VG
真面目,Na
真驚,VK
眠床岸,Nc
眠床舖,Na
眠床道,Nc
眥仔,Na
眥底,Na
眩gong5,VH
眩倒,VR
眩戇,VH
眩痧,VH
眩著,VJ
眷戀,VJ
眼中刺,Na
眼中釘,Na
眼時,Dd
眼淚,Na
眼球,Na
眼界,Na
眼目,Na
眼福,Na
眼花撩亂,VH
眼著,VR
眼見,VE
眼角膜,Na
眼證,Na
眼識,Na
眼過,VB
眼鳥,VH
眾人意,Na
眾人知,VK
眾大家,Na
眾所周知,VK
眾所週知,VK
眾議,Na
眾議員,Na
眾議院,Nc
眾院,Nc
睏be7去,VR
睏ka-choe7,VR
睏冬,VA
睏去,VA
睏坦覆,VA
睏坦身,VA
睏天路,VC
睏天露,VC
睏殿,Nc
睏相,Na
睏神,Na
睏精神,VR
睏落眠,VA
睏袋,Na
睏袒笑,VA
睏重眠,VA
睏間,Nc
睏鬥陣,VA
睡眠,Na
睡神,VH
督促,VF
督察,Na
督導,VC
督工,VA
督戰,VA
督責,VC
睦鄰,VA
睨siau5,VK
睨人膦,VH
睨佮恨,VI
睨洗,VC
睨神,VK
睨膦,VK
睨視,VC
睬,b
瞄準,VC
瞅睬,VC
瞇,VC
瞋目,VA
瞎,VH
瞞kham3,VC
瞞khng3,VC
瞞勘,VC
瞪光,VC
瞪目,VH
瞬一目,Na
瞬者,Dd
瞭若指掌,VI
瞭著,VR
瞭解,VK
瞭過,VB
瞳子,Na
瞳孔,Na
瞻仰,VC
瞻頭,VA
瞿瞿chhoah,VA
瞿瞿顫,VA
瞿麥,Na
矇騙,VC
矗khia7,VH
矗立,VH
矚目,VI
知事,Na
知交,Na
知人,VH
知代,VI
知卻,VK
知友,Na
知名之士,Na
知己知彼,VH
知性,Na
知恥,VH
知情,VI
知更鳥,Na
知會,VC
知空,VI
知能,Na
知見,VB
知覺,Na
知足常樂,VH
知轉,VA
知轉頭,VA
知透透,VK
知進退,VH
知過必改,VH
知難而退,VH
知頭,VK
短促,VH
短兵相接,VA
短刀,Na
短劇,Na
短小,VH
短文,Na
短時間,Na
短波,Na
短理,VH
短缺,VJ
短腳,Na
短舌根,VH
短處,Na
短行,Na
短襪仔,Na
短見,Na
短評,Na
短跑,VA
短距離,Na
短針,Na
短銷,VH
短髮,Na
矮thut8-thut8,VH
矮古董,Na
矮奴,Na
矮寇,Na
矮牆,Na
矮的,Na
矮細,VH
矮股,VH
矮頓頓,VH
矯強,VH
矯治,VC
石khat仔,Na
石佛,Na
石卵,Na
石卵仔,Na
石器,Na
石基,Na
石埽,Na
石塊,Na
石壁,Na
石奶,Na
石子,Na
石家莊,Nc
石尪,Na
石岑,Na
石岩,Na
石崎,Na
石庶,Na
石攄仔,Na
石文,Na
石斑,Na
石材,Na
石條,Na
石棉,Na
石棺,Na
石棺柴,Na
石榴紅,Na
石汕,Na
石沈大海,VH
石油業,Na
石涸卵,Na
石灰石,Na
石炭,Na
石狗卵,Na
石珠,Na
石石,Na
石硫磺,Na
石碇,Nc
石磯,Na
石礦,Na
石笱,Na
石筍,Na
石脂,Na
石花草,Na
石花菜,Na
石英,Na
石虎,Na
石距,Na
石鉼,Na
石鏡,Na
石鐘乳,Na
石門,Nc
石雕,Na
石頭狗,Na
石魚,Na
石鯪魚,Na
石鹽,Na
石黃,Na
石鼓,Na
石龍子,Na
石,Na
矸仔菜,Na
矸仔蓋,Na
矸轆,Na
矺印仔,VA
矺嗽,VH
矺孤注,VA
矺孤烏,VA
矺年,VA
矺年錢,Na
矺撚寶,VA
矺枝,VA
矺注,VA
矺驚,VB
矽,Na
矽矽,VH
砂土,Na
砂母,Na
砂母粒,Na
砂目,Na
砂眼,Na
砂粒,Na
砂糖,Na
砍殺,VC
砒酸,Na
研實,b
研擬,VC
研末,VC
研究出,VR
研究室,Nc
研究會,Na
研究生,Na
研究費,Na
研究院,Nc
研粉,VC
研習會,Na
研考會,Nc
研製,VC
研路機,Na
砧鞋的,Na
砰米芳,Na
砰鼓,Na
砲兵,Na
砲台,Na
砲座,Na
砲彈,Na
砲擊,VC
砲火,Na
砲聲,Na
砲轟,VC
破chheh8聲,b
破例,VH
破口大罵,VB
破嘴,Na
破嘴煞,VH
破嘴讒,b
破嘴鏨,VA
破土典禮,Na
破壞力,Na
破壞性,Na
破天荒,VH
破媌,Na
破家囝,Na
破布,Na
破戒,VH
破損,VH
破敗,VH
破敗囝,Na
破散,VH
破枝骨,Na
破格嘴,Na
破格媌,Na
破格聲,Na
破案,VA
破殼,Na
破爛,Na
破爛生,VH
破獲,VC
破疕,VH
破病桶,Na
破病款,Na
破病路,Na
破痕,Na
破破,VH
破筆,VB
破糊糊,VH
破紀錄,VA
破縫,Na
破缺,Na
破肚,VH
破脆,VH
破腹話,Na
破舊,VH
破裂,VH
破財,VA
破鏨,VC
破門而入,VA
破隙,Na
破雨傘,Na
破靴黨,Na
破頭,VA
破鬖,VH
硃砂,Na
硈仔,Na
硌硞馬,VH
硝宮酸,Na
硝強水,Na
硝藥,Na
硝酸,Na
硨倒,VR
硨反,VA
硨盤,VK
硨輾斗,VA
硨鉗,VC
硫酸,Na
硬piang3-piang3,VH
硬tiN3,VA
硬tu2硬,VA
硬倒,VH
硬創,VA
硬力,Na
硬嘴,VH
硬守,VC
硬度,Na
硬式,A
硬心,VH
硬心肝,VH
硬心腸,VH
硬性,A
硬戕,VH
硬手,VH
硬搶,VC
硬斗,VH
硬會,Db
硬板,Db
硬柴,VH
硬欲,VC
硬死,VK
硬死守,VC
硬水,VH
硬求,VC
硬涸涸,VH
硬淨,VH
硬牙,VH
硬目,VH
硬直,Na
硬硞硞,VH
硬硬,Dh
硬繚,Db
硬舞,VA
硬著,Db
硬角,VH
硬諍,VE
硬逼逼,VF
硬頭,VH
硬額,Db
硬鼻,VH
硭石,Na
硯盤,Na
硼酸,Na
硿,Na
硿硿幌,VA
硿硿晃,VH
硿硿蹁,RD
硿硿顛,RD
硿磚仔,VA
硿腳蹺,Dh
硿蹺枋,Na
硿蹺椅,Na
硿鏗,Dh
硿顛,Dh
碇化,VH
碇卵,Na
碇實,VH
碇度,Na
碇柴,Na
碇氈,VH
碇篤,VH
碇身,VH
碇車,Na
碉,b
碌命,VH
碌死,VR
碌路,VA
碎phoe3仔,Na
碎屑屑,VC
碎工,Na
碎插筅,VC
碎石,Na
碎肉,Na
碎葉葉,VC
碎裂,VH
碑後,Na
碑銘,Na
碖仔,Na
碖平,VR
碗仔花,Na
碗公花,Na
碗土,Na
碗尾,Na
碗帽,Na
碗底,Na
碗櫥,Na
碗殘,Na
碗碭,Na
碗窯,Na
碗糕so5,Na
碗糕粿,Na
碗臍,b
碗舷,b
碗花,Na
碗藥,Na
碗鞍,Na
碗龜,Na
碗,Na
碘酒,Na
碟子,Na
碟片,Na
碧山,Na
碧海,Na
碧潭,Nc
碧玉,Na
碧眼,Na
碩士班,Nc
碭光,VA
碰pha7,VH
碰著,VR
碰造化,VA
碰面,VA
碰頭,VA
碳化,VH
碳化物,Na
碳素,Na
碳酸,Na
碳酸鹽,Na
確信,VK
確切,VH
確是,V_
確知,VJ
確證,Na
碻仔,Na
碼子,Na
碼子字,Na
碼頭區,Nc
磁仔,Na
磁仔土,Na
磁仔磚,Na
磁器,Na
磁土,Na
磁場,Nc
磁帶,Na
磁性,Na
磁片,Na
磁石,Na
磁碟機,Na
磁磚,Na
磅壁,VA
磅孔道,Na
磅燈,Na
磅石,Nf
磅砣,Na
磅突,VH
磅表,Na
磐石,Na
磕一著,Dd
磕而著,Dd
磕腳,Ne
磕車,VA
磚仔剸,Na
磚仔角,Na
磚仔頭,Na
磚塊,Na
磚棚,Na
磚牆,Na
磚瓦剸,Na
磚角瓦phe3,Na
磚造,A
磡,Na
磨仔礅,Na
磨使,VC
磨刀石,Na
磨嘴舌,VH
磨房,Nc
磨拖,VH
磨損,VC
磨擦,Na
磨滅,VC
磨石,Na
磨碌,VH
磨腳皮,VA
磨間,Nc
磨雞膏,VB
磬,b
磷,Na
磷酸,Na
磺強水,Na
磺溪,Nc
磺筍,Na
礁仔,Na
礁岩,Na
礁燥燥,VH
礁疕疕,VH
礁石,Na
礐仔,Nc
礙事,VH
礙手礙腳,VH
礙耳,VH
礙腳礙手,VH
礙謔,Na
礙逆,VA
礦區,Nc
礦場,Nc
礦山,Na
礦工,Na
礦泉,Na
礦物質,Na
礦砂,Na
礬石,Na
示警,VB
社仔,Nc
社內,Nc
社寮,Nc
社工,Na
社教司,Nb
社會學,Na
社會局,Nc
社會處,Nc
社會黨,Nc
社稷,Na
社腳,Na
社里,Nc
社鵠,Na
社麻,Na
社麻草,Na
祀佛,b
祀神主,b
祇好,Cb
祇有,Da
祇要,Da
祕思,VH
祕書長,Na
祖傳,A
祖公業,Na
祖墓,Na
祖墳,Na
祖姨,Na
祖孫,Na
祖家,Nc
祖師公,Na
祖師爺,Na
祖業,Na
祖母,Na
祖父,Na
祖祖,Na
祖祠,Na
祖籍,Na
祛勢鬼,Na
祝禱,VB
祝詞,Na
神主,Na
神仙,Na
神兵,Na
神勇,VH
神女,Na
神姐,Na
神學,Na
神學院,Nc
神岡,Nc
神彩,Na
神情,Na
神意,Na
神戶,Nc
神明生,Nd
神明龕,Na
神智,Na
神氣,VH
神牌,Na
神祇,Na
神秘,VH
神童,Na
神經個,Na
神經氣,VH
神經的,Na
神經系統,Na
神職,Na
神色,Na
神蟲仔,Na
神農,Nb
神速,VH
神韻,Na
神龍,Na
神龕,Na
祠堂,Na
祠廟,Na
票據法,Na
票數,Na
票根,Na
票源,Na
票箱,Na
票面額,Na
祭司,Na
祭壇,Nc
祭日,Na
祭星,VH
祭星神,VH
祭禮,Na
禁冊,Na
禁制,Na
禁嘴,VH
禁地,Nc
禁押,VC
禁絕,VC
禁腳,VB
禁藥,Na
禁車,VA
禁錮,VC
禁閉,b
